BMI,Breakfast 1,Breakfast 2,Lunch 1,Lunch 2,Dinner 1,Dinner 2,Food Type,BMR,Total Calories
18.3,Pancakes,Fruit Salad,Quinoa Salad,Soup,Chicken Stir Fry,Veggie Pizza,Non-Veg,1293,2200
18.9,Granola,Egg Sandwich,Soup,Burrito Bowl,Stuffed Peppers,Veggie Pizza,Non-Veg,1497,2150
16.3,Pancakes,Cereal,Soup,Veggie Wrap,Stuffed Peppers,Tacos,Non-Veg,2049,2350
33.7,Fruit Salad,Cereal,Pasta Salad,Veggie Wrap,Grilled Salmon,Chicken Stir Fry,Non-Veg,1291,1300
16.6,Smoothie,Cereal,Burrito Bowl,Sushi,Stuffed Peppers,Grilled Steak,Non-Veg,1596,2550
15.0,Granola,Egg Sandwich,Turkey Sandwich,Veggie Wrap,Stuffed Peppers,Grilled Salmon,Non-Veg,1858,2650
22.9,Avocado Toast,Smoothie,Soup,Pasta Salad,Grilled Steak,Veggie Burger,Non-Veg,1409,2000
28.1,Fruit Salad,Cereal,Quinoa Salad,Burrito Bowl,Spaghetti,Veggie Burger,Veg,1575,1800
17.7,Avocado Toast,Pancakes,Chicken Wrap,Vegetable Stir Fry,Lentil Soup,Chicken Curry,Non-Veg,1535,2550
18.0,Cereal,Scrambled Eggs,Veggie Wrap,Quinoa Salad,Veggie Pizza,Veggie Burger,Non-Veg,1973,2400
17.4,Smoothie,Egg Sandwich,Soup,Quinoa Salad,Tacos,Veggie Pizza,Non-Veg,1505,2450
27.7,Pancakes,Oatmeal,Veggie Wrap,Sushi,Grilled Steak,Tacos,Non-Veg,1649,1750
17.9,Smoothie,Pancakes,Turkey Sandwich,Pasta Salad,Veggie Burger,Veggie Pizza,Veg,1793,2550
25.2,Cereal,Pancakes,Quinoa Salad,Pasta Salad,Tacos,Grilled Salmon,Non-Veg,1345,1800
18.5,Smoothie,Scrambled Eggs,Veggie Wrap,Sushi,Lentil Soup,Veggie Pizza,Non-Veg,1368,2250
31.0,Fruit Salad,Scrambled Eggs,Soup,Pasta Salad,Veggie Pizza,Lentil Soup,Non-Veg,1317,1550
32.9,Cereal,Granola,Turkey Sandwich,Vegetable Stir Fry,Lentil Soup,Chicken Curry,Non-Veg,1912,2150
15.6,Egg Sandwich,Fruit Salad,Turkey Sandwich,Vegetable Stir Fry,Tacos,Lentil Soup,Non-Veg,1383,2350
31.8,Smoothie,Fruit Salad,Vegetable Stir Fry,Turkey Sandwich,Veggie Burger,Chicken Stir Fry,Non-Veg,1575,1750
33.2,Oatmeal,Egg Sandwich,Veggie Wrap,Grilled Chicken Salad,Stuffed Peppers,Tacos,Non-Veg,1481,1700
24.0,Egg Sandwich,Yogurt,Grilled Chicken Salad,Soup,Chicken Curry,Grilled Salmon,Non-Veg,1427,1950
33.8,Avocado Toast,Oatmeal,Turkey Sandwich,Quinoa Salad,Lentil Soup,Veggie Pizza,Non-Veg,1444,1600
26.4,Avocado Toast,Egg Sandwich,Pasta Salad,Grilled Chicken Salad,Tacos,Veggie Burger,Non-Veg,1499,1900
24.6,Scrambled Eggs,Egg Sandwich,Burrito Bowl,Quinoa Salad,Grilled Steak,Tacos,Non-Veg,1272,2300
26.4,Egg Sandwich,Fruit Salad,Chicken Wrap,Burrito Bowl,Tacos,Stuffed Peppers,Non-Veg,1582,1900
16.4,Cereal,Egg Sandwich,Quinoa Salad,Soup,Spaghetti,Veggie Pizza,Non-Veg,1556,2500
15.5,Yogurt,Cereal,Vegetable Stir Fry,Burrito Bowl,Veggie Burger,Tacos,Non-Veg,1317,2500
32.5,Yogurt,Egg Sandwich,Soup,Sushi,Veggie Pizza,Spaghetti,Non-Veg,1482,1550
25.1,Oatmeal,Granola,Vegetable Stir Fry,Chicken Wrap,Stuffed Peppers,Veggie Burger,Non-Veg,1910,2100
25.5,Yogurt,Pancakes,Burrito Bowl,Chicken Wrap,Stuffed Peppers,Grilled Steak,Non-Veg,1856,1950
30.2,Egg Sandwich,Fruit Salad,Vegetable Stir Fry,Sushi,Grilled Salmon,Veggie Pizza,Non-Veg,1630,2000
22.9,Fruit Salad,Cereal,Grilled Chicken Salad,Sushi,Grilled Steak,Stuffed Peppers,Non-Veg,1418,1800
19.4,Egg Sandwich,Yogurt,Grilled Chicken Salad,Vegetable Stir Fry,Grilled Salmon,Spaghetti,Non-Veg,1340,2000
21.2,Smoothie,Pancakes,Pasta Salad,Soup,Veggie Burger,Grilled Salmon,Non-Veg,1428,1900
17.4,Fruit Salad,Smoothie,Soup,Burrito Bowl,Lentil Soup,Grilled Salmon,Non-Veg,1617,2250
21.1,Fruit Salad,Scrambled Eggs,Grilled Chicken Salad,Veggie Wrap,Chicken Stir Fry,Veggie Burger,Non-Veg,1859,2250
21.6,Oatmeal,Pancakes,Soup,Grilled Chicken Salad,Grilled Salmon,Stuffed Peppers,Non-Veg,1444,1750
30.8,Granola,Yogurt,Sushi,Soup,Grilled Salmon,Spaghetti,Non-Veg,2116,2250
29.6,Scrambled Eggs,Cereal,Turkey Sandwich,Grilled Chicken Salad,Chicken Curry,Stuffed Peppers,Non-Veg,1896,2100
33.4,Avocado Toast,Egg Sandwich,Veggie Wrap,Grilled Chicken Salad,Tacos,Grilled Steak,Non-Veg,1497,1700
16.6,Yogurt,Egg Sandwich,Burrito Bowl,Sushi,Veggie Pizza,Stuffed Peppers,Non-Veg,1761,2500
34.0,Pancakes,Oatmeal,Grilled Chicken Salad,Turkey Sandwich,Chicken Curry,Grilled Steak,Non-Veg,1615,1650
34.1,Granola,Egg Sandwich,Quinoa Salad,Pasta Salad,Veggie Burger,Lentil Soup,Non-Veg,1289,1600
19.2,Yogurt,Oatmeal,Sushi,Chicken Wrap,Spaghetti,Veggie Burger,Non-Veg,1387,1950
27.1,Avocado Toast,Scrambled Eggs,Sushi,Veggie Wrap,Grilled Steak,Chicken Curry,Non-Veg,1673,1850
16.8,Fruit Salad,Cereal,Soup,Veggie Wrap,Stuffed Peppers,Grilled Steak,Non-Veg,1554,2250
24.6,Avocado Toast,Cereal,Sushi,Quinoa Salad,Lentil Soup,Veggie Pizza,Veg,1335,1800
30.5,Scrambled Eggs,Oatmeal,Quinoa Salad,Chicken Wrap,Lentil Soup,Grilled Salmon,Non-Veg,1582,1950
22.2,Scrambled Eggs,Egg Sandwich,Vegetable Stir Fry,Burrito Bowl,Chicken Stir Fry,Grilled Steak,Non-Veg,1820,2150
20.4,Granola,Yogurt,Burrito Bowl,Vegetable Stir Fry,Lentil Soup,Spaghetti,Veg,1440,2100
32.6,Egg Sandwich,Cereal,Sushi,Burrito Bowl,Chicken Curry,Stuffed Peppers,Non-Veg,1511,1650
27.4,Cereal,Smoothie,Grilled Chicken Salad,Pasta Salad,Chicken Stir Fry,Spaghetti,Non-Veg,1518,1750
25.7,Fruit Salad,Oatmeal,Burrito Bowl,Pasta Salad,Chicken Curry,Veggie Burger,Non-Veg,1694,1800
31.3,Oatmeal,Cereal,Soup,Quinoa Salad,Grilled Salmon,Lentil Soup,Non-Veg,1373,1650
17.7,Fruit Salad,Pancakes,Chicken Wrap,Grilled Chicken Salad,Lentil Soup,Grilled Salmon,Non-Veg,1713,2350
32.2,Granola,Pancakes,Pasta Salad,Veggie Wrap,Chicken Stir Fry,Grilled Salmon,Non-Veg,1353,1600
15.2,Yogurt,Smoothie,Soup,Pasta Salad,Grilled Steak,Spaghetti,Non-Veg,1493,2500
15.7,Pancakes,Smoothie,Pasta Salad,Quinoa Salad,Tacos,Stuffed Peppers,Non-Veg,1388,2500
29.8,Granola,Oatmeal,Grilled Chicken Salad,Vegetable Stir Fry,Stuffed Peppers,Chicken Curry,Non-Veg,2086,2200
24.1,Oatmeal,Yogurt,Vegetable Stir Fry,Grilled Chicken Salad,Grilled Steak,Lentil Soup,Non-Veg,1809,2250
17.2,Smoothie,Scrambled Eggs,Soup,Vegetable Stir Fry,Lentil Soup,Chicken Curry,Non-Veg,1810,2250
25.8,Avocado Toast,Scrambled Eggs,Turkey Sandwich,Chicken Wrap,Grilled Salmon,Chicken Curry,Non-Veg,1724,1950
25.6,Egg Sandwich,Granola,Soup,Vegetable Stir Fry,Spaghetti,Veggie Pizza,Non-Veg,1408,1850
19.4,Cereal,Scrambled Eggs,Grilled Chicken Salad,Veggie Wrap,Veggie Burger,Chicken Stir Fry,Non-Veg,1478,1850
33.2,Pancakes,Egg Sandwich,Quinoa Salad,Grilled Chicken Salad,Tacos,Chicken Stir Fry,Non-Veg,1881,1900
25.0,Cereal,Oatmeal,Veggie Wrap,Quinoa Salad,Spaghetti,Chicken Curry,Non-Veg,1961,2000
27.3,Cereal,Fruit Salad,Sushi,Turkey Sandwich,Chicken Stir Fry,Spaghetti,Non-Veg,1295,1600
20.0,Smoothie,Avocado Toast,Chicken Wrap,Pasta Salad,Tacos,Stuffed Peppers,Non-Veg,1461,2100
33.1,Fruit Salad,Granola,Turkey Sandwich,Chicken Wrap,Stuffed Peppers,Chicken Curry,Non-Veg,1588,1650
32.9,Yogurt,Cereal,Quinoa Salad,Chicken Wrap,Chicken Curry,Grilled Steak,Non-Veg,1521,1650
29.2,Cereal,Fruit Salad,Burrito Bowl,Veggie Wrap,Grilled Steak,Stuffed Peppers,Non-Veg,1749,1750
16.3,Smoothie,Fruit Salad,Pasta Salad,Vegetable Stir Fry,Grilled Steak,Veggie Burger,Non-Veg,1691,2400
22.1,Granola,Cereal,Chicken Wrap,Pasta Salad,Chicken Stir Fry,Grilled Steak,Non-Veg,1692,2250
29.5,Fruit Salad,Scrambled Eggs,Grilled Chicken Salad,Quinoa Salad,Chicken Curry,Tacos,Non-Veg,1310,1700
24.0,Scrambled Eggs,Fruit Salad,Veggie Wrap,Grilled Chicken Salad,Veggie Burger,Tacos,Non-Veg,1582,1850
21.5,Smoothie,Scrambled Eggs,Pasta Salad,Vegetable Stir Fry,Lentil Soup,Chicken Stir Fry,Non-Veg,1446,1750
31.8,Fruit Salad,Granola,Grilled Chicken Salad,Chicken Wrap,Grilled Salmon,Stuffed Peppers,Non-Veg,1673,1700
34.0,Yogurt,Egg Sandwich,Veggie Wrap,Soup,Grilled Steak,Tacos,Non-Veg,1453,1500
27.4,Oatmeal,Pancakes,Burrito Bowl,Grilled Chicken Salad,Tacos,Grilled Steak,Non-Veg,1642,1950
28.8,Smoothie,Egg Sandwich,Sushi,Quinoa Salad,Grilled Steak,Tacos,Non-Veg,1871,2200
17.1,Avocado Toast,Scrambled Eggs,Pasta Salad,Vegetable Stir Fry,Tacos,Veggie Burger,Non-Veg,1688,2500
17.2,Smoothie,Cereal,Vegetable Stir Fry,Sushi,Stuffed Peppers,Veggie Burger,Veg,1742,2250
34.0,Pancakes,Smoothie,Chicken Wrap,Soup,Chicken Stir Fry,Veggie Burger,Non-Veg,1386,1400
22.9,Pancakes,Granola,Veggie Wrap,Sushi,Chicken Stir Fry,Veggie Burger,Non-Veg,1536,2000
34.8,Granola,Smoothie,Vegetable Stir Fry,Veggie Wrap,Chicken Curry,Tacos,Non-Veg,1561,1650
25.5,Oatmeal,Egg Sandwich,Pasta Salad,Quinoa Salad,Stuffed Peppers,Grilled Salmon,Non-Veg,1701,1850
27.5,Pancakes,Cereal,Vegetable Stir Fry,Burrito Bowl,Lentil Soup,Veggie Pizza,Veg,1412,1700
26.4,Smoothie,Avocado Toast,Veggie Wrap,Turkey Sandwich,Tacos,Veggie Pizza,Non-Veg,1595,1800
17.9,Smoothie,Granola,Quinoa Salad,Grilled Chicken Salad,Veggie Burger,Tacos,Non-Veg,1650,2600
17.9,Pancakes,Granola,Burrito Bowl,Veggie Wrap,Grilled Steak,Stuffed Peppers,Non-Veg,1254,2800
28.6,Egg Sandwich,Granola,Grilled Chicken Salad,Sushi,Chicken Stir Fry,Veggie Burger,Non-Veg,1461,1800
25.1,Fruit Salad,Scrambled Eggs,Veggie Wrap,Pasta Salad,Stuffed Peppers,Lentil Soup,Non-Veg,1294,1450
24.5,Granola,Pancakes,Turkey Sandwich,Quinoa Salad,Stuffed Peppers,Lentil Soup,Non-Veg,1779,2000
15.2,Fruit Salad,Scrambled Eggs,Veggie Wrap,Pasta Salad,Tacos,Veggie Pizza,Non-Veg,1279,2400
29.4,Pancakes,Granola,Burrito Bowl,Quinoa Salad,Veggie Burger,Spaghetti,Non-Veg,1954,2100
16.7,Smoothie,Oatmeal,Turkey Sandwich,Sushi,Veggie Pizza,Tacos,Non-Veg,1841,2400
25.9,Smoothie,Egg Sandwich,Burrito Bowl,Soup,Spaghetti,Veggie Pizza,Non-Veg,1888,1900
20.7,Egg Sandwich,Smoothie,Sushi,Veggie Wrap,Veggie Pizza,Tacos,Non-Veg,1591,2000
18.9,Yogurt,Egg Sandwich,Soup,Pasta Salad,Tacos,Stuffed Peppers,Non-Veg,1813,1900
15.8,Avocado Toast,Scrambled Eggs,Sushi,Pasta Salad,Chicken Curry,Lentil Soup,Non-Veg,1465,2450
27.8,Cereal,Oatmeal,Grilled Chicken Salad,Pasta Salad,Stuffed Peppers,Spaghetti,Non-Veg,1208,1700
30.4,Smoothie,Egg Sandwich,Vegetable Stir Fry,Grilled Chicken Salad,Lentil Soup,Tacos,Non-Veg,1970,2250
16.9,Pancakes,Yogurt,Chicken Wrap,Sushi,Stuffed Peppers,Veggie Pizza,Non-Veg,1650,2400
15.2,Yogurt,Scrambled Eggs,Vegetable Stir Fry,Sushi,Grilled Steak,Spaghetti,Non-Veg,2013,2450
17.9,Egg Sandwich,Scrambled Eggs,Sushi,Soup,Chicken Curry,Veggie Pizza,Non-Veg,1516,2450
27.1,Pancakes,Oatmeal,Burrito Bowl,Soup,Veggie Pizza,Veggie Burger,Non-Veg,1287,1700
27.3,Egg Sandwich,Pancakes,Quinoa Salad,Turkey Sandwich,Veggie Pizza,Veggie Burger,Non-Veg,2036,2250
33.1,Cereal,Smoothie,Turkey Sandwich,Grilled Chicken Salad,Chicken Curry,Chicken Stir Fry,Non-Veg,1480,1500
19.8,Egg Sandwich,Pancakes,Burrito Bowl,Vegetable Stir Fry,Chicken Stir Fry,Veggie Pizza,Non-Veg,1656,2100
30.0,Pancakes,Yogurt,Grilled Chicken Salad,Sushi,Veggie Pizza,Veggie Burger,Non-Veg,1593,1700
22.9,Egg Sandwich,Cereal,Sushi,Chicken Wrap,Veggie Pizza,Tacos,Non-Veg,1199,2100
21.0,Egg Sandwich,Cereal,Chicken Wrap,Turkey Sandwich,Veggie Burger,Stuffed Peppers,Non-Veg,1891,2100
26.0,Smoothie,Scrambled Eggs,Soup,Sushi,Grilled Steak,Veggie Pizza,Non-Veg,1704,1850
34.5,Smoothie,Egg Sandwich,Vegetable Stir Fry,Soup,Stuffed Peppers,Grilled Steak,Non-Veg,1467,1900
24.7,Oatmeal,Granola,Veggie Wrap,Pasta Salad,Veggie Pizza,Stuffed Peppers,Veg,1880,2000
20.1,Egg Sandwich,Cereal,Burrito Bowl,Pasta Salad,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1278,2100
33.6,Cereal,Granola,Vegetable Stir Fry,Turkey Sandwich,Grilled Salmon,Chicken Curry,Non-Veg,1770,2100
26.1,Granola,Cereal,Soup,Chicken Wrap,Veggie Burger,Chicken Stir Fry,Non-Veg,1388,1750
31.1,Scrambled Eggs,Pancakes,Quinoa Salad,Vegetable Stir Fry,Chicken Stir Fry,Stuffed Peppers,Non-Veg,1823,2000
23.7,Cereal,Granola,Chicken Wrap,Sushi,Veggie Pizza,Veggie Burger,Non-Veg,1614,2100
32.7,Pancakes,Smoothie,Grilled Chicken Salad,Chicken Wrap,Veggie Burger,Tacos,Non-Veg,1670,2000
26.0,Egg Sandwich,Cereal,Burrito Bowl,Pasta Salad,Grilled Steak,Chicken Curry,Non-Veg,1462,2150
19.1,Scrambled Eggs,Avocado Toast,Turkey Sandwich,Burrito Bowl,Veggie Burger,Chicken Curry,Non-Veg,1249,2250
22.5,Yogurt,Egg Sandwich,Grilled Chicken Salad,Turkey Sandwich,Stuffed Peppers,Grilled Steak,Non-Veg,1992,2050
15.1,Granola,Cereal,Soup,Grilled Chicken Salad,Veggie Pizza,Tacos,Non-Veg,1679,2500
24.7,Fruit Salad,Oatmeal,Veggie Wrap,Grilled Chicken Salad,Veggie Pizza,Grilled Steak,Non-Veg,1772,1850
17.0,Smoothie,Yogurt,Chicken Wrap,Veggie Wrap,Veggie Burger,Spaghetti,Non-Veg,1431,2550
27.4,Oatmeal,Yogurt,Chicken Wrap,Pasta Salad,Chicken Stir Fry,Grilled Steak,Non-Veg,1298,1750
26.7,Scrambled Eggs,Granola,Grilled Chicken Salad,Vegetable Stir Fry,Chicken Stir Fry,Spaghetti,Non-Veg,1605,1800
16.7,Granola,Scrambled Eggs,Vegetable Stir Fry,Soup,Lentil Soup,Grilled Salmon,Non-Veg,1499,2300
17.2,Oatmeal,Smoothie,Grilled Chicken Salad,Burrito Bowl,Spaghetti,Veggie Pizza,Non-Veg,1602,2600
19.5,Smoothie,Avocado Toast,Turkey Sandwich,Sushi,Lentil Soup,Stuffed Peppers,Veg,1531,1800
24.7,Cereal,Granola,Sushi,Chicken Wrap,Veggie Burger,Stuffed Peppers,Non-Veg,1533,2050
15.8,Oatmeal,Avocado Toast,Burrito Bowl,Vegetable Stir Fry,Grilled Salmon,Chicken Stir Fry,Non-Veg,1857,2450
17.0,Smoothie,Yogurt,Chicken Wrap,Pasta Salad,Tacos,Stuffed Peppers,Non-Veg,1376,2500
15.3,Egg Sandwich,Scrambled Eggs,Turkey Sandwich,Quinoa Salad,Veggie Pizza,Veggie Burger,Non-Veg,1436,2550
26.2,Oatmeal,Scrambled Eggs,Quinoa Salad,Pasta Salad,Chicken Curry,Spaghetti,Non-Veg,1850,1850
18.7,Scrambled Eggs,Smoothie,Pasta Salad,Chicken Wrap,Grilled Steak,Veggie Burger,Non-Veg,1542,2150
15.5,Pancakes,Scrambled Eggs,Pasta Salad,Grilled Chicken Salad,Veggie Pizza,Tacos,Non-Veg,1452,2550
33.6,Granola,Scrambled Eggs,Quinoa Salad,Pasta Salad,Grilled Salmon,Grilled Steak,Non-Veg,1425,1700
27.1,Egg Sandwich,Yogurt,Soup,Turkey Sandwich,Grilled Steak,Chicken Stir Fry,Non-Veg,1350,1700
15.6,Fruit Salad,Smoothie,Soup,Turkey Sandwich,Chicken Curry,Grilled Salmon,Non-Veg,1451,2350
19.9,Cereal,Fruit Salad,Pasta Salad,Chicken Wrap,Veggie Pizza,Grilled Salmon,Non-Veg,1734,1950
17.7,Scrambled Eggs,Pancakes,Soup,Grilled Chicken Salad,Veggie Pizza,Stuffed Peppers,Non-Veg,1989,2300
19.1,Oatmeal,Granola,Grilled Chicken Salad,Chicken Wrap,Veggie Pizza,Chicken Stir Fry,Non-Veg,1821,2050
18.1,Fruit Salad,Oatmeal,Chicken Wrap,Burrito Bowl,Lentil Soup,Grilled Steak,Non-Veg,1367,2500
28.2,Cereal,Granola,Burrito Bowl,Chicken Wrap,Veggie Burger,Spaghetti,Non-Veg,1391,2150
15.1,Granola,Oatmeal,Vegetable Stir Fry,Grilled Chicken Salad,Veggie Pizza,Grilled Salmon,Non-Veg,1568,2450
17.9,Scrambled Eggs,Egg Sandwich,Grilled Chicken Salad,Burrito Bowl,Chicken Curry,Veggie Burger,Non-Veg,1759,2750
35.0,Egg Sandwich,Cereal,Chicken Wrap,Pasta Salad,Chicken Curry,Tacos,Non-Veg,1684,1800
18.0,Cereal,Pancakes,Chicken Wrap,Pasta Salad,Chicken Curry,Tacos,Non-Veg,1420,2750
34.7,Cereal,Fruit Salad,Quinoa Salad,Grilled Chicken Salad,Veggie Burger,Spaghetti,Non-Veg,1647,1700
32.0,Smoothie,Avocado Toast,Grilled Chicken Salad,Pasta Salad,Lentil Soup,Spaghetti,Non-Veg,1813,2000
34.0,Egg Sandwich,Yogurt,Burrito Bowl,Grilled Chicken Salad,Chicken Stir Fry,Grilled Salmon,Non-Veg,1315,1550
32.4,Avocado Toast,Yogurt,Vegetable Stir Fry,Chicken Wrap,Lentil Soup,Grilled Salmon,Non-Veg,1414,1750
15.9,Fruit Salad,Scrambled Eggs,Veggie Wrap,Burrito Bowl,Lentil Soup,Spaghetti,Non-Veg,1598,2450
27.1,Pancakes,Cereal,Grilled Chicken Salad,Veggie Wrap,Lentil Soup,Grilled Steak,Non-Veg,1364,1700
25.2,Egg Sandwich,Pancakes,Soup,Burrito Bowl,Grilled Steak,Veggie Pizza,Non-Veg,1269,1950
18.0,Oatmeal,Scrambled Eggs,Pasta Salad,Grilled Chicken Salad,Tacos,Veggie Pizza,Non-Veg,1509,2450
28.6,Pancakes,Cereal,Burrito Bowl,Sushi,Stuffed Peppers,Lentil Soup,Veg,1592,1650
32.2,Cereal,Fruit Salad,Pasta Salad,Grilled Chicken Salad,Tacos,Grilled Steak,Non-Veg,1354,1500
34.8,Scrambled Eggs,Yogurt,Pasta Salad,Grilled Chicken Salad,Lentil Soup,Chicken Curry,Non-Veg,1669,1850
15.7,Scrambled Eggs,Oatmeal,Quinoa Salad,Chicken Wrap,Chicken Stir Fry,Grilled Steak,Non-Veg,2003,2500
31.6,Fruit Salad,Pancakes,Soup,Sushi,Lentil Soup,Chicken Curry,Non-Veg,1892,2050
28.3,Egg Sandwich,Oatmeal,Quinoa Salad,Chicken Wrap,Veggie Pizza,Chicken Curry,Non-Veg,1963,2250
23.6,Avocado Toast,Fruit Salad,Quinoa Salad,Vegetable Stir Fry,Chicken Stir Fry,Veggie Burger,Non-Veg,1766,2000
15.8,Yogurt,Smoothie,Vegetable Stir Fry,Veggie Wrap,Chicken Curry,Tacos,Non-Veg,1492,2450
30.8,Pancakes,Yogurt,Burrito Bowl,Veggie Wrap,Spaghetti,Stuffed Peppers,Veg,1760,1800
34.0,Smoothie,Yogurt,Burrito Bowl,Vegetable Stir Fry,Tacos,Veggie Pizza,Veg,1360,1500
17.8,Egg Sandwich,Oatmeal,Soup,Veggie Wrap,Chicken Curry,Veggie Pizza,Non-Veg,1460,2450
16.3,Fruit Salad,Pancakes,Soup,Burrito Bowl,Spaghetti,Grilled Salmon,Non-Veg,1464,2500
27.5,Egg Sandwich,Scrambled Eggs,Veggie Wrap,Vegetable Stir Fry,Spaghetti,Stuffed Peppers,Non-Veg,1589,1750
15.1,Cereal,Yogurt,Vegetable Stir Fry,Soup,Grilled Steak,Lentil Soup,Non-Veg,1597,2200
15.6,Fruit Salad,Yogurt,Quinoa Salad,Grilled Chicken Salad,Grilled Steak,Veggie Pizza,Non-Veg,2064,2350
22.7,Egg Sandwich,Fruit Salad,Burrito Bowl,Sushi,Chicken Curry,Grilled Salmon,Non-Veg,1526,2100
30.7,Scrambled Eggs,Oatmeal,Turkey Sandwich,Sushi,Spaghetti,Tacos,Non-Veg,1311,1500
22.7,Avocado Toast,Yogurt,Grilled Chicken Salad,Chicken Wrap,Grilled Steak,Chicken Stir Fry,Non-Veg,1452,2050
28.9,Oatmeal,Cereal,Sushi,Turkey Sandwich,Spaghetti,Chicken Stir Fry,Non-Veg,1285,1650
19.9,Smoothie,Yogurt,Quinoa Salad,Turkey Sandwich,Stuffed Peppers,Veggie Pizza,Non-Veg,1418,1850
16.9,Smoothie,Fruit Salad,Grilled Chicken Salad,Veggie Wrap,Lentil Soup,Chicken Stir Fry,Non-Veg,1717,2150
17.1,Smoothie,Avocado Toast,Burrito Bowl,Vegetable Stir Fry,Lentil Soup,Veggie Pizza,Veg,1154,2450
31.7,Granola,Avocado Toast,Vegetable Stir Fry,Burrito Bowl,Tacos,Veggie Burger,Veg,1865,2050
34.6,Avocado Toast,Egg Sandwich,Turkey Sandwich,Pasta Salad,Spaghetti,Grilled Salmon,Non-Veg,1402,1750
22.1,Smoothie,Yogurt,Pasta Salad,Quinoa Salad,Chicken Curry,Lentil Soup,Non-Veg,1784,1900
15.3,Avocado Toast,Egg Sandwich,Soup,Pasta Salad,Stuffed Peppers,Grilled Salmon,Non-Veg,1539,2450
19.2,Avocado Toast,Fruit Salad,Burrito Bowl,Sushi,Spaghetti,Chicken Stir Fry,Non-Veg,1460,2000
15.6,Yogurt,Avocado Toast,Vegetable Stir Fry,Grilled Chicken Salad,Stuffed Peppers,Grilled Steak,Non-Veg,1275,2400
17.7,Yogurt,Oatmeal,Vegetable Stir Fry,Soup,Chicken Stir Fry,Veggie Pizza,Non-Veg,1500,2100
26.1,Yogurt,Avocado Toast,Sushi,Chicken Wrap,Chicken Stir Fry,Chicken Curry,Non-Veg,1705,1750
31.5,Scrambled Eggs,Fruit Salad,Soup,Pasta Salad,Spaghetti,Stuffed Peppers,Non-Veg,1912,1950
33.0,Oatmeal,Egg Sandwich,Grilled Chicken Salad,Veggie Wrap,Lentil Soup,Grilled Salmon,Non-Veg,1342,1350
16.2,Egg Sandwich,Cereal,Soup,Pasta Salad,Veggie Pizza,Spaghetti,Non-Veg,1646,2550
15.4,Smoothie,Cereal,Burrito Bowl,Quinoa Salad,Tacos,Grilled Salmon,Non-Veg,1698,2600
31.2,Yogurt,Avocado Toast,Veggie Wrap,Vegetable Stir Fry,Veggie Burger,Veggie Pizza,Veg,1605,1700
32.4,Oatmeal,Egg Sandwich,Turkey Sandwich,Quinoa Salad,Veggie Burger,Grilled Salmon,Non-Veg,1433,1500
20.1,Fruit Salad,Cereal,Grilled Chicken Salad,Turkey Sandwich,Veggie Pizza,Chicken Stir Fry,Non-Veg,1501,1800
17.4,Avocado Toast,Scrambled Eggs,Sushi,Vegetable Stir Fry,Stuffed Peppers,Spaghetti,Non-Veg,1316,2400
21.8,Scrambled Eggs,Oatmeal,Veggie Wrap,Chicken Wrap,Grilled Salmon,Spaghetti,Non-Veg,1461,2050
27.8,Egg Sandwich,Pancakes,Grilled Chicken Salad,Burrito Bowl,Tacos,Stuffed Peppers,Non-Veg,1536,1950
27.5,Yogurt,Granola,Vegetable Stir Fry,Grilled Chicken Salad,Stuffed Peppers,Tacos,Non-Veg,1429,1700
18.5,Egg Sandwich,Smoothie,Chicken Wrap,Grilled Chicken Salad,Grilled Salmon,Chicken Stir Fry,Non-Veg,1578,2550
34.9,Granola,Cereal,Vegetable Stir Fry,Burrito Bowl,Spaghetti,Lentil Soup,Veg,1873,2000
27.2,Egg Sandwich,Fruit Salad,Vegetable Stir Fry,Burrito Bowl,Chicken Curry,Veggie Burger,Non-Veg,1418,1850
33.1,Granola,Avocado Toast,Veggie Wrap,Burrito Bowl,Lentil Soup,Spaghetti,Veg,1376,1750
29.2,Fruit Salad,Avocado Toast,Soup,Burrito Bowl,Spaghetti,Grilled Salmon,Non-Veg,1317,1750
18.4,Avocado Toast,Granola,Chicken Wrap,Turkey Sandwich,Veggie Pizza,Grilled Salmon,Non-Veg,1771,2750
31.0,Yogurt,Oatmeal,Burrito Bowl,Vegetable Stir Fry,Stuffed Peppers,Grilled Salmon,Non-Veg,1417,1850
26.5,Oatmeal,Smoothie,Burrito Bowl,Veggie Wrap,Grilled Steak,Veggie Burger,Non-Veg,1280,1850
20.8,Cereal,Pancakes,Sushi,Quinoa Salad,Veggie Pizza,Grilled Steak,Non-Veg,1658,2000
25.8,Oatmeal,Fruit Salad,Turkey Sandwich,Grilled Chicken Salad,Lentil Soup,Chicken Curry,Non-Veg,1760,2050
30.0,Smoothie,Granola,Veggie Wrap,Quinoa Salad,Tacos,Spaghetti,Non-Veg,1354,1700
18.5,Smoothie,Fruit Salad,Sushi,Veggie Wrap,Tacos,Veggie Pizza,Non-Veg,1345,1800
25.4,Fruit Salad,Scrambled Eggs,Vegetable Stir Fry,Sushi,Grilled Steak,Spaghetti,Non-Veg,1505,1650
20.0,Granola,Oatmeal,Vegetable Stir Fry,Sushi,Veggie Burger,Grilled Steak,Non-Veg,1232,2000
21.7,Cereal,Granola,Veggie Wrap,Burrito Bowl,Spaghetti,Chicken Curry,Non-Veg,1448,2400
